名前,住所,お店の場所,経度,緯度
セガワールド枚方,大阪府枚方市須山町83-1,サンシャインプラザ枚方内,135.6755727,34.8196428
ジョーシン岸和田,大阪府岸和田市作才町1-3-12,,135.3845947,34.4539659
ジョーシン平野加美,大阪府大阪市平野区加美北5-6-40,,135.5629724,34.63855340000001
ジョーシン東大阪,大阪府東大阪市若江西新町3-1-7,,135.5975187,34.6555854
ジョーシン寝屋川,大阪府寝屋川市昭栄町18-1,,135.6262307,34.7587438
ジョーシン光明池,大阪府和泉市室堂町824-36,コムボックス1階,135.4763138,34.4718371
ジョーシン新大阪,大阪府大阪市淀川区西宮原2-2-17,新大阪センイシティー3号館2階,135.4928828,34.7344717
ジョーシン東香里,大阪府枚方市高田1-20-50,,135.6587441,34.7763834
エディオン泉大津,大阪府泉大津市千原町1-88-1,,135.433723,34.5096181
エディオン泉北,大阪府堺市南区三原台4-40-1,,135.5315144,34.5008791
エディオン天満橋,大阪府大阪市中央区天満橋京町1-1,京阪シティモール5F,135.5162556,34.6902495
エディオン京橋,大阪府大阪市城東区蒲生1-9-10,,135.5371261,34.6991405
エディオン枚方,大阪府枚方市甲斐田新町8-1,,135.6771919,34.8217121
エディオン高槻宮田,大阪府高槻市宮田町1-2-1,,135.5860525,34.8386702
イズミヤ上新庄,大阪府大阪市東淀川区上新庄1-2-36,,135.5283983,34.7456963
イズミヤ交野,大阪府交野市私部西1-33-20,,135.6745344,34.7855495
イズミヤ古市,大阪府古市翠鳥園395-1,,135.6018179,34.5539589
ジョーシン平野うりわり,大阪府大阪市平野区瓜破4-2-8,,135.5506661,34.60334
ライフ玉串,大阪府東大阪市玉串町東1-6-20,,135.6241052,34.6559551
ドン･キホーテラパーク瑞江,東京都江戸川区瑞江2-1-2,,139.8967717,35.6929404
ドン･キホーテ北池袋,東京都豊島区池袋本町2-7-5,,139.708008,35.7410464
レジャーランド秋葉原1号,東京都千代田区外神田1-9-5,,139.770145,35.6987529
テックランド稲城若葉台,東京都稲城市若葉台2-8,,139.4716029,35.6235852
LABI1池袋MD館,東京都豊島区東池袋1-41-1,,139.7133856,35.7318865
テックランドNew八王子別所,東京都八王子市別所2-56,,139.3953882,35.6102603
テックランド足立,東京都足立区平野2-1-5,,139.8035204,35.7823803
テックランド東京本店,東京都世田谷区上北沢5-37-18,,139.6140268,35.6736705
LABI新宿東口館,東京都新宿区新宿3-23-7,,139.7007108,35.6933707
ヤマダ電機LABI新宿西口,東京都新宿区西新宿1-18-8,,139.6978835,35.6886322
ヤマダ電機LABI自由ヶ丘,東京都目黒区緑が丘2-17-9,,139.6726661,35.6089077
ミスターマックス町田多摩境,東京都町田市小山ヶ丘6-1-10,,139.3488304,35.6059229
らんらんらんど西台,東京都板橋区蓮根3-8-12,ダイエー西台店3F,139.6747272,35.7862412
らんらんらんど小平,東京都小平市小川東町2-12-1,ダイエー小平店2F,139.4678726,35.7431638
らんらんらんど東大島,東京都江東区大島7-38-30,ダイエー東大島店3F,139.8425439,35.6907847
GAMEピーアーク青井,東京都足立区一ツ家3-8-12,,139.8146334,35.7789168
ハローズガーデン武蔵小金井,東京都小金井市本町6-14-9,イトーヨーカドー武蔵小金井店4F,139.5048681,35.7004737
ハローズガーデン墨田文化,東京都墨田区文花1-31-9,オリンピック墨田文花店1F,139.8236589,35.7067469
ハローズガーデン船堀,東京都江戸川区船堀1-1-51,ダイエー船堀店3F,139.8623084,35.6847258
ドラマ高倉,東京都八王子市高倉町36-1,,139.3709535,35.6659378
ドラマ八王子高倉,東京都八王子市高倉町55-4,,139.3664651,35.6650608
セガ秋葉原1号館(CLUBSEGA秋葉原),東京都千代田区外神田1-10-9,,139.7710051,35.6987749
ゲオ青梅新町,東京都青梅市新町5-4-3,,139.3075157,35.786408
ゲオ鹿浜,東京都足立区谷在家2-11-2,,139.7661154,35.7834431
イオン板橋,東京都板橋区徳丸2-6-1,,139.6608212,35.7700229
キャッツアイ西葛西,東京都江戸川区西葛西4-2-28,サニーモール西葛西店3F,139.8619358,35.6682613
ドン・キホーテ八王子駅前,東京都八王子市中町1-3,,139.3372428,35.6580077
NICOPAサンストリー亀戸店,東京都江東区亀戸6-31-1,サンストリート2F,139.8291654,35.6957975
西友深沢,東京都世田谷区深沢1-8-1,,139.6609217,35.6142034
ミスターマックス時津,長崎県西彼杵郡時津町左底郷1832-1,,129.8452434,32.8350263
西友諌早,長崎県諫早市永昌東町2-1,,130.0421762,32.8515731
ダイエー壱岐,長崎県壱岐市芦辺町箱崎中山触字干拓2604-2,,129.7514329,33.810314
ダイエーチトセピア,長崎県長崎市千歳町5-1,,129.8619697,32.7898838
楽市楽座諫早,長崎県諌早市長野町1086-17,,130.0758515,32.8335152
スペースタイム25イオン佐世保,長崎県佐世保市島瀬町10-9,イオン佐世保8階,129.720428,33.1710797
らんらんらんど壱岐,長崎県壱岐市芦辺町箱崎中山触字干拓2604-2,ダイエー壱岐店2F,129.7515428,33.8102137
あおき長崎葉山,長崎県長崎市葉山1-28-15,S&B葉山ショッピングプラザ1F,129.8491614,32.8051402
NICOPA四日市北,三重県四日市市富州原町2-40,イオン四日市北店,136.657158,35.0076628
ヨシヅヤ員弁,三重県いなべ市員弁町石仏1902-2,,136.5651627,35.1133175
ハローズガーデン鈴鹿,三重県鈴鹿市南玉垣町3628,アピタ鈴鹿店2F,136.5824275,34.8531288
ドナリアコット サンズ店,三重県鈴鹿市白子駅前9-20,サンズ店内3F,136.5913255,34.8362347
楽市楽座イオンモール東員,三重県員弁郡東員町大字長深字 築田510-1,イオンモール東員店3階,136.5795444,35.0615282
らんらんらんど鈴鹿,三重県鈴鹿市算所2-5-1,鈴鹿ハンター2F,136.5461865,34.873477
らんらんらんど大安,三重県いなべ市大安町高柳1945,イオン大安2F,136.5437172,35.1098227
タイトーステーションイオンモール明和店,三重県三重県多気郡明和町中村1223,,136.6143033,34.581092
ちびっこザウルス,福島県いわき市小名浜大原字東田96,ヨークタウンアクロスプラザ大原店内,140.8892088,36.9666412
おもちゃ屋本舗会津千石,福島県会津若松市八角町1-1,,139.9424644,37.5028774
パロ喜多方,福島県喜多方市字押切南2-42-1,,139.8596055,37.6467881
イオンスーパーセンター鏡石,福島県岩瀬郡鏡石町桜岡375-9,,140.3335506,37.2424284
SOYU ENTERTAINMENT STUDIO須賀川店,福島県須賀川市古河105,イオンタウン須賀川B棟内,140.3852977,37.2984206
ポップンパーク赤岡,高知県香南市赤岡町1954-1,,133.7197676,33.545981
ポップンパーク佐川,高知県高岡郡佐川町甲384−1,,133.3002245,33.4972751
フジグラン四万十,高知県四万十市具同2222,,132.9205949,32.9810442
フジベスタ須崎,高知県須崎市西町2-7-15,,133.2798138,33.3876972
セガワールドフジグラン,高知県高知市朝倉東町52-15,フジグラン高知3階,133.4981104,33.5429562
イズミヤ宮崎,宮崎県宮崎市京塚1-5-1,,131.412395,31.8977269
楽市楽座イオンモール宮崎,宮崎県宮崎市新別府町江口862-1,イオンモール宮崎店2階,131.456368,31.9227256
らんらんらんど都城駅前,宮崎県都城市栄町4672-5,ダイエー都城駅前2階,131.0800559,31.7352977
ミスターマックス岡山西,岡山県岡山市北区久米310-1,,133.8726935,34.6488113
ハローズ庭瀬,岡山県岡山市北区平野1100-1,,133.853087,34.649977
ハローズ田ノ上,岡山県倉敷市田ノ上1008,,133.7559128,34.5866799
ハローズ笠岡,岡山県笠岡市富岡232-1,,133.5252122,34.4977347
ハローズ総社,岡山県総社市井出596-1,,133.760794,34.6751848
ハローズ津高,岡山県岡山市北区津高640-1,,133.9035298,34.6985788
ハローズ当新田,岡山県岡山市南区当新田126-3,,133.9087148,34.62302409999999
ハローズ江崎,岡山県岡山市中区江崎690-1,,133.9654511,34.6203206
ハローズ中庄,岡山県倉敷市松島971-1,,133.8064848,34.6315791
ふぇすたらんど平島,岡山県岡山市東区東平島1609,マルナカ平島店内,134.0497942,34.707824
アミューズメントプレイス・ギミック・セガ,岡山県岡山市中区藤崎599-12,,133.976605,34.6087915
モーリーファンタジー倉敷,岡山県倉敷市水江1,イオン1階,133.7457722,34.6029344
ペリカン津高,岡山県岡山市北区横井上83-3,イズミヤ内4F,133.9021806,34.6999408
ハローズ花尻店,岡山県岡山市北区白石西新町9-116,,133.8704047,34.6553763
ミスターマックス松橋,熊本県宇城市松橋町豊福1683-1,,130.7015933,32.6391142
ミスターマックス熊本インター,熊本県熊本市東区石原1-1-111,,130.7775007,32.8382171
ミスターマックス熊本南,熊本県熊本市南区十弾寺3-4-14,,130.6977681,32.7759838
らんらんらんどイオンタウン田崎,熊本県熊本市西区田崎町字下寄380,イオンタウン1階,130.6785033,32.783778
らんらんらんど熊本,熊本県熊本市中央区大江4-2-1,ダイエー熊本店2F,130.7192124,32.8004398
FESTA山鹿,熊本県山鹿市方保田字鳥越3468-1,Mr.Max山鹿ショッピングセンター内,130.7230444,33.0046806
パスカワールドグリーンランド,熊本県荒尾市本井手1574-54,,130.4712114,32.9878473
パスカワールド宇土,熊本県宇土市善道寺町綾織95,宇土シティモール内,130.6681557,32.6826626
ピノキオランドあらお,熊本県荒尾市緑ヶ丘1-1-1,あらおシティモール内1F,130.4707875,32.9825097
ピノキオランド玉名,熊本県玉名市亀甲字前田110,カリーノ玉名店2F,130.5553218,32.927335400000004
FESTAカリーノ下通,熊本県熊本市中央区安政町1-2,カリーノ下通店B1F,130.7097382,32.8019005
FESTA人吉,熊本県人吉市宝来町1307-1,人吉レックス内,130.7483151,32.2120262
楽市楽座イオンモール熊本,熊本県上益城郡嘉島町大字上島字長池2232,イオンモール熊本店2階,130.7441914,32.7377024
楽市楽座小川,熊本県宇城市小川町河江1-1,,130.7074589,32.59709
楽市楽座熊本,熊本県熊本市南区十禅寺2-8-2,食遊楽園内,130.6955625,32.7764246
ライフ御所,奈良県御所市東松本30,,135.7309188,34.4647273
ハローズガーデン大和郡山,奈良県大和郡山市田中町字宮西517,アピタ大和郡山店2F,135.769197,34.6414447
イズミヤ学園前,奈良県奈良市学園中4-539-1,,135.742272,34.695343
ザ・ビッグエクストラ天理,奈良県天理市東井戸堂町381,,135.8249159,34.5908529
楽市楽座イオンモール大和郡山,奈良県大和郡山市下三橋町741,イオンモール大和郡山店3階,135.8029236,34.6516714
らんらんらんど大和高田,奈良県大和高田市幸町3-6,オークタウン大和高田5F,135.7441896,34.5185197
西友王寺,奈良県北葛城郡王寺町久度2-2-1,,135.7048148,34.598039
アルプラザ敦賀,福井県敦賀市白銀町11-5,,136.0717388,35.648264
ジョーシン福井本店,福井県福井市高柳1-201,,136.2423089,36.0895983
レジャーランド伊勢崎,群馬県伊勢崎市連取3066-1,,139.1723119,36.318282
レジャーランド太田,群馬県太田市西矢島町162-2,,139.375791,36.26813569999999
ヤマダ電機LABI高崎,群馬県高崎市栄町1-1,AVソフトコーナー,139.0138104,36.3230872
ミスターマックス倉賀野,群馬県高崎市倉賀野町4691-1,,139.0560225,36.3006725
ミスターマックス伊勢崎,群馬県伊勢崎市宮子町3556-1,,139.1511165,36.3289974
JOYFUL-2新田,群馬県太田市新田市野井町592-13,JOYFUL-2,139.3017691,36.3034285
ハローズガーデン笠懸,群馬県みどり市笠懸町阿左美1285-1,アピタ笠懸店2F,139.3033,36.3914059
セガワールド太田,群馬県太田市西矢島町575-1,,139.3780843,36.2745447
ユーズランド太田店,群馬県太田市石原町81,イオンモール太田2F,139.4005113,36.2943646
フェドラ高崎,群馬県高崎市緑町1-29-4,,139.0049312,36.3515485
モーリーファンタジーミスタマックス伊勢崎,群馬県伊勢崎市宮子町3556-1,ミスターマックス1F,139.1511165,36.3289974
ハローズガーデン長岡,新潟県長岡市千秋2-278,アピタRIVERSIDESENSHU長岡店2F,138.8269317,37.4609636
ハローズガーデン新潟亀田,新潟県新潟市江南区鵜ノ子4-466,アピタ新潟亀田店2F,139.0893005,37.8722347
ファミリーアミューズメント新潟西,新潟県新潟市西区小新474,アピタ新潟西店2F,139.0033978,37.8807059
ゲオ新潟空港通り,新潟県新潟市東区浜谷町2-4-6,,139.0976423,37.9465611
ゲオ寺尾,新潟県新潟市西区五十嵐東1-7-1,,138.9591611,37.8740943
タカラ島新村上,新潟県村上市仲間町200,村上プラザ1階内,139.4922815,38.2211079
らんらんらんど十日町,新潟県十日町市旭町161,リオン・ドール十日町,138.7581838,37.1357161
ヨークベニマル若松原,栃木県宇都宮市北若松原1-13-15,,139.8659494,36.5073173
ヨークベニマル鹿沼,栃木県鹿沼市茂呂2-23-7,,139.7693526,36.553238
ヨークベニマル小山雨ケ谷,栃木県小山市大字雨が谷877,,139.8124128,36.283867
ヨークベニマル大平町,栃木県栃木市大平町下皆川215-2,,139.7034718,36.3478868
ヨークベニマル石橋,栃木県下野市下古山3362-1,,139.8686086,36.4684914
ヨークベニマル足利,栃木県足利市朝倉町2-21-16,,139.44543900000002,36.3157477
ヨークベニマル針ケ谷,栃木県宇都宮市針ケ谷町字新田472-6外,,139.8570611,36.4920344
テクモピアロックダムインターパーク,栃木県宇都宮市インターパーク6-1,1FKDショピングモールインターパーク店2階,139.9070214,36.4904168
ザ・ビッグエクストラ那須塩原,栃木県那須塩原市島方455,,140.0060567,36.9290832
東武百貨店 宇都宮店 5F玩具売場,栃木県宇都宮市宮園町5-4,東武宇都宮百貨店5F,139.8805266,36.5592035
フェドラ佐野,栃木県佐野市高萩町1340,,139.6056474,36.2973133
JOYFUL-2宇都宮,栃木県河内郡上三川町磯岡421-1,,139.9062344,36.4819916
あぐり〜ず小山店,栃木県小山市中央町3-7-1,,139.8052388,36.3125843
らんらんらんど麻生,北海道札幌市北区北39条西4-1-5,ダイエー麻生店4F,141.3396761,43.107253
らんらんらんど岩見沢,北海道岩見沢市9条西20,ダイエー岩見沢店2F,141.7535481,43.189499600000005
らんらんらんど東札幌,北海道札幌市白石区東札幌3条2-1,ダイエー東札幌店2F,141.3852553,43.0525196
