名前,住所,お店の場所,経度,緯度
キャッツアイ西葛西店,東京都江戸川区西葛西4-2-28,サニーモール西葛西店3F,139.8617964,35.6683376
トイショップヤマシロヤ,東京都台東区上野6-14-6,,139.7753056,35.7113233
イトーヨーカドーアリオ北砂,東京都江東区北砂2-17,,139.8257305,35.6827583
イトーヨーカドー葛西,東京都江戸川区東葛西9-3-3,,139.8819535,35.6524467
イトーヨーカドーアリオ亀有,東京都葛飾区亀有3-49-3,,139.8528479,35.7639572
モーリーファンタジーむさし村山,東京都武蔵村山市榎1-1-3,イオン3F,139.3851634,35.7465692
ビックカメラ池袋西口店,東京都豊島区西池袋1-16-3,,139.7090007,35.7309154
ビックカメラ新宿西口店,東京都新宿区西新宿1-5-1,ハルク5Fトイズコーナー,139.6986726,35.6925399
ビックカメラJR八王子店,東京都八王子市八王子市旭町1-17,トイズコーナー,139.338842,35.654658100000006
ビックカメラ赤坂見附店,東京都港区赤坂3-1-6,,139.7369957,35.6767461
ビックカメラビックロ新宿東口店,東京都新宿区新宿3-29-1,,139.7029783,35.6913359
イオン東久留米,東京都東久留米市南沢5-17,,139.527446,35.7449459
フジグラン石井,徳島県名西郡石井町坂川原544-1,,134.4421893,34.0838789
セガ徳島スエヒロボウル,徳島県徳島市南末広町4-95-2,,134.5727969,34.0605735
パロ小松島,徳島県小松島市小松島町字領田20,小松島ショッピングプラザルピア1F,134.5721772,34.0055029
ペリカン高松,香川県高松市三条町字中所608-1,ゆめタウン高松内2F,134.0419733,34.3168441
ペリカン丸亀,香川県丸亀市新田町150,ゆめタウン丸亀内3F,133.7854822,34.2735034
トイザらス高松,香川県高松市屋島西町字百石1912-1,パワーシティ尾島2F,134.1017068,34.3389274
トイザらス丸亀,香川県丸亀市蓬莱町56-1,パブリックプラザ丸亀内,133.7845655,34.2941103
フジグラン丸亀,香川県丸亀市川西町南1280-1,,133.8351834,34.2429102
フジグラン十川,香川県高松市十川東町55-1,,134.1078484,34.2716451
いよてつ高島屋,愛媛県松山市湊町5-1-1,,132.7630225,33.83502000000001
プラサカプコン新居浜,愛媛県新居浜市前田町8-8,イオンモール新居浜2F,133.2681493,33.954514
モーリーファンタジー新居浜,愛媛県新居浜市前田町8-8,イオン2F,133.26886,33.9537576
アル・プラザ金沢,石川県金沢市諸江町30-1,,136.6431326,36.5910868
アル・プラザ鹿島,石川県鹿島郡中能登町 井田と部1-1,,136.9078835,36.9698222
モーリーファンタジーかほく,石川県かほく市内日角地内タ25,イオン2F,136.7013195,36.7090239
イオン松任,石川県白山市平松町102-1,,136.5661163,36.5079509
イオン御経塚,石川県石川郡野々市町 御経塚2-91,,136.5986164,36.5489067
アル・プラザベル,福井県福井市花堂南2-16-1,,136.2120847,36.0330338
アピタ福井大和田,福井県福井市大和田町2-1230,,136.2509335,36.096525
モーリーファンタジー鯖江,福井県鯖江市下河端16,字下町16ー1アル・プラザ鯖江2F,136.18957280000004,35.9692274
らんらんらんど武生,福井県越前市横市町28-14-1,エスカモール武生楽市店1F,136.1929874,35.9068595
トイザらス長野,長野県長野市高田1174,ヤングファラオ2F,138.2119488,36.6380149
トイザらス佐久,長野県佐久市岩村田1735-1,,138.4653282,36.2683789
セガ松本,長野県松本市渚1-7-1,,137.955844,36.23325210000001
アピタ岡谷,長野県岡谷市銀座1-1-5,,138.051809,36.0659401
アピタ伊那,長野県伊那市伊那下川原5198,,137.949835,35.8319204
タイトーステーション アイシティ21松本店,長野県東筑摩郡山形村7977,,137.892772,36.1842262
イトーヨーカドー長野,長野県長野市権堂町2201,,138.1915444,36.6533826
イトーヨーカドーアリオ上田,長野県上田市天神3-51,,138.2443897,36.3994441
SOYU Game Field長野店,長野県長野市三輪9-43-24,イオンタウン長野三輪2F,138.207486,36.6697327
パロ諏訪,長野県諏訪市沖田町5-18,ステーションパーク・諏訪1F・2F,138.1283965,36.0054526
イオン東松本,長野県松本市中央4-9-43,,137.9791673,36.2342238
こどもや諏訪,長野県諏訪市沖田町5-19,諏訪ステーションパーク内,138.1286706,36.0049552
トイザらス市川,千葉県市川市鬼高1-1-1,ニッケコルトンプラザイースト館2F,139.9336611,35.7160502
トイザらス市原,千葉県市原市八幡1049-1,,140.1137278,35.5370187
トイザらス野田,千葉県野田市中根 新田字鹿島原57-1,パル・ノア2F,139.8763598,35.9497715
モリシア津田沼3F,千葉県習志野市谷津1-16-1,モリシア津田沼3F,140.0191986,35.6895425
JOYFUL－2千葉ニュータウン店,千葉県印西市草深1921,,140.1564764,35.8071979
セガワールド旭,千葉県旭市 二3150-1,,140.6395119,35.7234953
セガ幕張,千葉県千葉市美浜区ひび野1-8,メッセ・アミューズ・モール1階,140.0426565,35.6499712
セガ我孫子,千葉県我孫子市柴崎字天王台47-1,,140.0300596,35.8782407
ヨドバシカメラ千葉,千葉県千葉市中央区富士見2-3-1,,140.1166091,35.61157180000001
にこぱアクロスモール新鎌ヶ谷店,千葉県鎌ヶ谷市初富928,アクロスモール新鎌ヶ谷2F,140.0015579,35.7810793
こころっこ君津店,千葉県君津市中野5-17-1,ダイエー君津店内3Fプレビプレイランドコーナーこころっこ,139.8841597,35.3343853
こころっこ新浦安店,千葉県浦安市明海4-1-1,イトーヨーカドー新浦安店内3階プレビプレイランドコーナーこころっこ,139.9227555,35.642995
こころっこJ'S横芝店,千葉県山武郡横芝光町横芝2122,サビア横芝店内プレビプレイランドコーナーこころっこJ's,140.4861314,35.659889
マリンガーデンららぽーと船橋,千葉県船橋市浜町2-1-1,ららぽーとTOKYOーBAY西館3階,139.9906325,35.68604680000001
アピタ市原,千葉県市原市青柳北1-1,,140.066041,35.5144537
アピタ君津,千葉県君津市久保1-1-1,,139.8986978,35.3322559
野田ホビー ノア店,千葉県野田市中根36,ショッピングセンターノア3F,139.8764027,35.9477998
プラサカプコン千葉ニュータウン,千葉県印西市中央北3-3,イオンモール千葉ニュータウンシネマスポーツ棟2F,140.1110929,35.8010812
プラサカプコンちはら台,千葉県市原市ちはら台西3-4,ショッピングモールunimoちはら台2F,140.1714182,35.5278667
タイトーステーション 新柏PAZ店,千葉県柏市名戸ケ谷字中久保888-1,PAZ新柏2F,139.9803899,35.8429619
キャッツアイ八千代店,千葉県八千代市吉橋1851,ism緑が丘内,140.0725603,35.7336033
イトーヨーカドー津田沼,千葉県習志野市津田沼1-10-30,,140.0239563,35.6897298
イトーヨーカドー四街道,千葉県四街道市四街道都市核北土地区画整理事業地内5,街区,140.1651582,35.6678312
ゲオ富里店,千葉県富里市七栄575,,140.3152049,35.7412344
イトーヨーカドーアリオ市原,千葉県市原市更級4-3-2,,140.1016161,35.508294
モーリーファンタジー鎌取,千葉県千葉市緑区おゆみ野3-16,イオン4F,140.177833,35.5613621
ファンキッズ市川,千葉県市川市鬼高1-1-1,ダイエーいちかわコルトンプラザ4F,139.9346267,35.715998
ビックカメラ柏店,千葉県柏市柏市1-1-20,スカイプラザ柏,139.9721,35.862227
イオン臼井,千葉県佐倉市王子台1-23,,140.1826518,35.7298929
MEGAドン・キホーテ ラパーク成東店,千葉県習志野市津田沼1-23-1,,140.39828799999998,35.596172
ダイエー千葉長沼店,千葉県千葉市稲毛区長沼町330-50,ダイエー千葉長沼店1F,140.1172144,35.6572312
トイザらス・ベビーザらス 松戸店,千葉県松戸市二ツ木1781-2,プチモール二ツ木2F,139.9259224,35.8173609
そごう千葉店,千葉県千葉市中央区新町1000,そごう千葉店本館6F,140.113741,35.6111293
アドアーズ船橋,千葉県船橋市本町1-31-26,セブン船橋,139.984533,35.7006284
ミスターマックスおゆみの,千葉県千葉市おゆみ野中央2-3-1,,140.1614475,35.555598800000006
フジグラン高知,高知県高知市朝倉東町52-15,,133.4979817,33.5428936
プラサカプコン高知,高知県高知市秦南町1-4-8,イオンモール高知2F,133.5429046,33.5759818
イオン高知,高知県高知市秦南町1-4-8,,133.5427647,33.5755773
モーリーファンタジー米子駅前3F,鳥取県米子市末広町311,イオン3F,133.3329899,35.4228435
100満ボルト松江本店,島根県松江市乃白町496-4,,133.0498401,35.4365181
トイザらス入間,埼玉県入間市豊岡2-1-1,,139.3868988,35.8362507
トイザらス草加,埼玉県草加市清門町字北401-1,セーモンプラザ2F,139.784245,35.8537381
トイザらス所沢,埼玉県所沢市北原町1404,,139.4813234,35.8106203
西友東松山,埼玉県東松山市小松原町11-2,,139.4080804,36.043787
西友小手指,埼玉県所沢市小手指町1-25-8,,139.4395333,35.8028814
JOYFUL-2幸手,埼玉県幸手市上高野1258-1,,139.7145895,36.0615877
セガ与野,埼玉県さいたま市中央区本町西5-2-9,イオン与野ショッピングセンター3F,139.6145758,35.8912003
ニコパ越谷サンシティ店,埼玉県越谷市南越谷1-2876-1,越谷サンシティSC4F,139.7915612,35.8738911
ハローズガーデン伊奈店,埼玉県北足立郡伊奈町学園2-188-1,UNICUS伊奈店2階,139.6128979,36.0102543
ハローズガーデン深谷店,埼玉県深谷市上紫町西4-2-14,アリオ深谷店2階,139.2993917,36.1812774
ハローズガーデンワカバウォーク店,埼玉県鶴ケ島市富士見1-2-1,ワカバウォーク北棟2階,139.411024,35.9491887
あひるのたまご所沢山口店,埼玉県所沢市小手指台23-1,マミーマート所沢山口店内プレインランドコーナージャンボリー,139.4428965,35.7917858
ユーズランド春日部店,埼玉県春日部市下柳420-1,イオンモール春日部2F区画ー号2037,139.788991,35.9879134
アピタ東松山,埼玉県東松山市あずま町4-3,,139.4107946,36.0052089
アピタ岩槻,埼玉県さいたま市岩槻区大字大口800,,139.7475951,35.9467943
RONI 浦和パルコ店,埼玉県さいたま市浦和区東高砂町11-1,浦和パルコ3F,139.6591036,35.858683
イトーヨーカドー新田,埼玉県草加市旭町6-15-30,,139.7942221,35.8517438
イトーヨーカドー坂戸,埼玉県坂戸市日の出町-5-30,,139.39146,35.957654
イトーヨーカドー上尾駅前,埼玉県上尾市谷津2-1-1,,139.588454,35.9722045
イトーヨーカドー錦町,埼玉県蕨市錦町1-12-1,,139.6780809,35.8216019
イトーヨーカドーアリオ鷲宮,埼玉県久喜市久本寺谷田7-1,,139.66139510000002,36.0786561
モーリーファンタジー春日部,埼玉県春日部市下柳420-1,イオン3F,139.7894474,35.9881003
モーリーファンタジー上里,埼玉県児玉郡上里町大字金久保字蓮山359-1,イオンタウン2F,139.1359131,36.2605985
モーリーファンタジー川口,埼玉県川口市安行領根岸字外谷田3180-1,イオン3F,139.7227695,35.8373093
モーリーファンタジー与野,埼玉県さいたま市中央区本町西5-2-9,イオン3F,139.6147857,35.8907519
らんらんらんど本庄,埼玉県本庄市本庄2-3-6,バナーズビル2F,139.1911559,36.2374366
ビックカメラ大宮西口そごう店,埼玉県さいたま市さいたま市大宮区桜木町1-8-4,そごうパーキング館,139.6210254,35.9045022
イオン新座,埼玉県新座市東北2-32-12,,139.5748294,35.8201355
イオン春日部,埼玉県春日部市下柳420-1,,139.7894661,35.9876827
イオン川口前川,埼玉県川口市前川1-1-11,,139.70770170000003,35.834151
イオン川口,埼玉県川口市安行領根岸字外谷田3180-1,,139.72317710000002,35.8375093
イオン与野,埼玉県さいたま市中央区本町西5-2-9,,139.6151284,35.8911177
イトーヨーカドー三郷店,埼玉県さいたま市中央区本町西5-2-9,,139.85428100000001,35.843238
ラクガキ王国 三郷,埼玉県さいたま市中央区本町西5-2-9,,139.85412299999996,35.843754
イオンレイクタウン,埼玉県越谷市東町2-8,,139.8287986,35.8821102
イオン熊谷,埼玉県熊谷市本石2-135,,139.3790383,36.1452845
MEGAドン・キホーテ草加店,埼玉県ふじみ野市ふじみ野1-2-1,,139.80315700000006,35.8431423
MEGAドンキホーテ蓮田,埼玉県ふじみ野市ふじみ野1-2-1,,139.65774399999998,35.980256
モーリーファンタジー甲府昭和,山梨県中巨摩郡(ナカコマグン)昭和町常永土地区画整理地内1,街区イオン3F,138.5276829,35.62272790000001
らんらんらんど南アルプス,山梨県南アルプス市小笠原1423-1,トライアル南アルプス店B1F,138.4670873,35.6180403
イオン甲府昭和,山梨県中巨摩郡昭和町常永土地区画整理地内一街区,,138.5273714,35.6230043
タイトー F ステーション ラザウォーク甲斐双葉店,山梨県笛吹市石和町駅前16-1,,138.48218799999995,35.685415
トイザらス新潟,新潟県新潟市中央区上近江4-12-20,デッキィ401内,139.0296965,37.8983801
ヨドバシカメラ新潟,新潟県新潟市中央区花園1-1-1,,139.0611787,37.911882
こころっこ上越,新潟県上越市とよば239,の1バロー上越店内,138.2768431,37.1026512
イトーヨーカドー丸大新潟,新潟県新潟市中央区本町通り6-1122-1,,139.0470495,37.9200369
モーリーファンタジー十日町,新潟県十日町市字川端丑784-1,イオン1F,138.7456064,37.1383552
モーリーファンタジー小千谷,新潟県小千谷市大字平沢新田字荒田339,イオン2F,138.7941555,37.3198377
モーリーファンタジー上越,新潟県上越市富岡3458,アコーレ2階アコーレ2F,138.2587701,37.1523677
モーリーファンタジー上越新井,新潟県妙高市栗原4-7-11,新井Sc1F,138.2618014,37.0544302
